"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","dicn-laptop",,,,"User:","root"
"Cmdline:","dstat -mnc --output loictcp.csv",,,,"Date:","03 May 2015 12:04:02 CEST"

"memory usage",,,,"net/total",,"total cpu usage",,,,,
"used","buff","cach","free","recv","send","usr","sys","idl","wai","hiq","siq"
564776960.0,140861440.0,637988864.0,617963520.0,1234376.0,495786.0,12.048,6.627,79.518,0.0,0.0,1.807
564932608.0,140869632.0,637997056.0,617791488.0,1312984.0,529158.0,10.559,6.832,78.261,1.863,0.0,2.484
565145600.0,140869632.0,638005248.0,617570304.0,1370672.0,552540.0,9.626,16.578,68.449,0.0,0.0,5.348
564981760.0,140869632.0,638038016.0,617701376.0,1437724.0,583428.0,10.744,25.620,50.413,0.0,0.0,13.223
565133312.0,140869632.0,638046208.0,617541632.0,1498712.0,602922.0,9.392,10.497,68.508,0.0,0.552,11.050
565350400.0,140869632.0,638017536.0,617353216.0,1569068.0,632298.0,11.111,11.728,73.457,0.0,0.0,3.704
565501952.0,140877824.0,637972480.0,617238528.0,1624248.0,653034.0,11.765,15.294,67.647,1.765,0.0,3.529
565628928.0,140877824.0,637906944.0,617177088.0,1699088.0,680898.0,11.602,18.785,62.983,0.0,0.0,6.630
566476800.0,140877824.0,637915136.0,616321024.0,1764296.0,706008.0,12.670,24.887,49.774,0.0,0.0,12.670
566661120.0,140877824.0,637956096.0,616095744.0,1828250.0,714054.0,12.745,19.608,53.922,0.0,0.0,13.725
566652928.0,140877824.0,637964288.0,616095744.0,1894584.0,747804.0,13.143,16.0,62.857,0.0,0.571,7.429
566730752.0,140886016.0,638177280.0,615796736.0,1959264.0,783552.0,12.281,17.544,61.404,1.754,0.0,7.018
567070720.0,140886016.0,637939712.0,615694336.0,2028564.0,795756.0,12.707,19.337,58.564,0.0,0.0,9.392
567259136.0,140886016.0,637943808.0,615501824.0,2090274.0,816870.0,12.069,16.667,59.195,0.0,0.575,11.494
567246848.0,140886016.0,637952000.0,615505920.0,2158778.0,841548.0,11.558,20.101,50.251,0.0,0.0,18.090
567394304.0,140890112.0,637976576.0,615329792.0,2215542.0,837876.0,13.298,20.745,54.787,0.0,0.0,11.170
567734272.0,140898304.0,637980672.0,614977536.0,2298302.0,888042.0,11.458,26.042,50.0,1.562,0.0,10.938
567652352.0,140898304.0,637997056.0,615043072.0,2369156.0,920724.0,12.632,24.737,50.0,0.0,0.526,12.105
568287232.0,140898304.0,638013440.0,614391808.0,2454222.0,987558.0,12.169,24.339,50.794,0.0,0.0,12.698
568209408.0,140898304.0,638058496.0,614424576.0,2499258.0,970038.0,12.299,25.668,50.267,0.0,0.0,11.765
568451072.0,140898304.0,638087168.0,614154240.0,2584854.0,1011240.0,13.089,25.654,46.597,0.0,0.0,14.660
568553472.0,140906496.0,638103552.0,614027264.0,2653308.0,1022838.0,13.0,28.500,43.500,1.0,0.500,13.500
568811520.0,140906496.0,638132224.0,613740544.0,2720958.0,1036986.0,12.808,29.557,42.365,0.985,0.493,13.793
568737792.0,140906496.0,638173184.0,613773312.0,2788152.0,1050270.0,13.043,26.570,42.029,0.0,0.0,18.357
569053184.0,140906496.0,638210048.0,613421056.0,2849922.0,1075542.0,13.372,24.419,50.581,0.0,0.0,11.628
569131008.0,140906496.0,638226432.0,613326848.0,2893416.0,1067766.0,14.286,23.429,49.714,0.0,0.0,12.571
569147392.0,140914688.0,638234624.0,613294080.0,2977170.0,1097142.0,11.823,36.946,39.901,0.985,0.0,10.345
569167872.0,140914688.0,638259200.0,613249024.0,3048162.0,1116744.0,12.019,31.731,37.981,0.481,0.0,17.788
569565184.0,140914688.0,638275584.0,612835328.0,3094986.0,1132134.0,12.821,28.718,39.487,0.0,0.0,18.974
569643008.0,140914688.0,638291968.0,612741120.0,3180906.0,1170162.0,12.921,25.281,44.382,0.0,0.0,17.416
569643008.0,140914688.0,638308352.0,612724736.0,3221634.0,1175928.0,13.483,28.652,42.135,0.0,0.0,15.730
569860096.0,140914688.0,638328832.0,612487168.0,3309018.0,1220856.0,14.062,33.854,38.021,0.0,0.0,14.062
571060224.0,140922880.0,638349312.0,611258368.0,3374358.0,1241106.0,15.534,33.495,33.495,0.971,0.0,16.505
571248640.0,140922880.0,638365696.0,611053568.0,3448014.0,1264218.0,14.833,32.536,32.057,0.0,0.0,20.574
571314176.0,140922880.0,638410752.0,610942976.0,3505962.0,1279770.0,13.587,25.543,36.957,0.0,1.087,22.826
571424768.0,140922880.0,638427136.0,610816000.0,3575592.0,1301586.0,15.556,30.556,37.778,0.0,0.0,16.111
571691008.0,140922880.0,638447616.0,610529280.0,3674124.0,1338684.0,17.0,30.500,32.500,0.0,0.0,20.0
571883520.0,140931072.0,638439424.0,610336768.0,3734292.0,1354506.0,15.707,34.555,31.937,1.047,0.0,16.754
572026880.0,140931072.0,638455808.0,610177024.0,3801642.0,1376322.0,13.793,35.468,29.557,0.0,0.493,20.690
572428288.0,140931072.0,638758912.0,609472512.0,3861960.0,1278798.0,31.053,24.737,21.579,0.0,0.0,22.632
572829696.0,140931072.0,638500864.0,609329152.0,3936288.0,1418928.0,14.365,32.597,32.597,0.0,0.0,20.442
572928000.0,140931072.0,638513152.0,609218560.0,3980106.0,1436262.0,15.976,31.361,33.728,0.0,0.0,18.935
572977152.0,140939264.0,638550016.0,609124352.0,4070196.0,1451490.0,17.553,34.574,28.723,1.064,0.0,18.085
573083648.0,140939264.0,638570496.0,608997376.0,4119498.0,1464072.0,14.428,37.811,26.866,0.0,0.498,20.398
573038592.0,140939264.0,638586880.0,609026048.0,4172100.0,1479732.0,14.948,34.536,27.320,0.0,0.0,23.196
573403136.0,140939264.0,638607360.0,608641024.0,4253082.0,1464828.0,17.222,32.778,28.333,0.0,0.0,21.667
573427712.0,140939264.0,638623744.0,608600064.0,4268076.0,1534920.0,14.754,36.066,28.415,0.0,0.0,20.765
573833216.0,140939264.0,638599168.0,608219136.0,4350168.0,1540482.0,13.757,40.741,26.984,0.0,0.0,18.519
573681664.0,140947456.0,638615552.0,608346112.0,4437780.0,1610148.0,15.075,36.181,23.618,1.005,0.0,24.121
574226432.0,140947456.0,638640128.0,607776768.0,4536510.0,1660590.0,14.078,34.951,24.272,0.0,0.485,26.214
574189568.0,140947456.0,638709760.0,607744000.0,4617390.0,1639974.0,14.646,35.859,22.727,0.0,0.0,26.768
574218240.0,140947456.0,638742528.0,607682560.0,4658778.0,1710768.0,15.169,35.393,28.090,0.0,0.0,21.348
574681088.0,140947456.0,638779392.0,607182848.0,4725306.0,1715346.0,16.374,35.088,28.070,0.0,0.0,20.468
574726144.0,140955648.0,638803968.0,607105024.0,4784040.0,1715886.0,15.642,34.637,26.257,0.0,0.559,22.905
574713856.0,140955648.0,638828544.0,607092736.0,4865754.0,1765674.0,14.356,38.614,23.762,0.0,0.0,23.267
574902272.0,140955648.0,638853120.0,606879744.0,4933866.0,1519974.0,30.851,28.723,14.894,0.0,0.0,25.532
575819776.0,140955648.0,638877696.0,605937664.0,5007786.0,1784952.0,14.362,36.170,23.936,0.0,1.064,24.468
576364544.0,140955648.0,638906368.0,605364224.0,5072130.0,1802232.0,15.263,37.895,23.158,0.0,0.0,23.684
576516096.0,140963840.0,638935040.0,605175808.0,5152194.0,1824642.0,17.222,34.444,23.333,1.111,0.0,23.889
577511424.0,140963840.0,638959616.0,604155904.0,5202810.0,1839696.0,14.062,35.938,21.875,0.0,0.0,28.125
576974848.0,140963840.0,638984192.0,604667904.0,5258178.0,1597692.0,27.962,32.701,12.796,0.0,0.0,26.540
577024000.0,140963840.0,639021056.0,604581888.0,5339028.0,1900458.0,14.925,35.821,20.398,0.0,0.0,28.856
577376256.0,141021184.0,638992384.0,604200960.0,5341218.0,1922922.0,16.923,34.872,16.923,4.103,0.0,27.179
577445888.0,141021184.0,639029248.0,604094464.0,5445882.0,1923948.0,16.754,36.649,19.895,0.0,0.524,26.178
577331200.0,141021184.0,639029248.0,604209152.0,5501658.0,1925244.0,16.667,40.625,19.271,0.0,0.0,23.438
577626112.0,141021184.0,639053824.0,603889664.0,5569710.0,2003544.0,14.146,42.927,19.024,0.0,0.0,23.902
578007040.0,141021184.0,639078400.0,603484160.0,5622834.0,2039250.0,15.842,37.129,18.317,0.0,0.0,28.713
578256896.0,141029376.0,639102976.0,603201536.0,5696424.0,1980108.0,17.172,36.364,17.677,0.505,0.0,28.283
578076672.0,141029376.0,639135744.0,603348992.0,5727444.0,1964718.0,14.508,37.824,18.135,0.0,0.518,29.016
578109440.0,141029376.0,639385600.0,603066368.0,5798064.0,2003868.0,15.026,40.415,17.098,0.0,0.0,27.461
578269184.0,141029376.0,639385600.0,602906624.0,5849226.0,1981026.0,18.974,38.462,17.436,0.0,0.0,25.128
578502656.0,141029376.0,639119360.0,602939392.0,5918780.0,2071476.0,13.235,41.176,16.176,0.0,0.0,29.412
578510848.0,141037568.0,639160320.0,602882048.0,5933694.0,2052846.0,13.300,40.394,16.256,0.493,0.0,29.557
578588672.0,141037568.0,639193088.0,602771456.0,6061076.0,2042154.0,15.842,38.119,15.347,0.0,0.0,30.693
578707456.0,141037568.0,639217664.0,602628096.0,6016790.0,2031840.0,15.344,39.683,17.460,0.0,0.0,27.513
578895872.0,141037568.0,639246336.0,602411008.0,6100548.0,2088864.0,16.410,41.538,15.385,0.0,0.0,26.667
578883584.0,141037568.0,639270912.0,602398720.0,6163842.0,2093820.0,15.657,41.919,14.141,0.0,0.0,28.283
579051520.0,141045760.0,639279104.0,602214400.0,6198078.0,2066454.0,12.935,43.781,14.428,0.0,0.498,28.358
579227648.0,141045760.0,639311872.0,602005504.0,6227982.0,2103888.0,16.256,41.872,13.793,0.0,0.0,28.079
579833856.0,141045760.0,639340544.0,601370624.0,6233046.0,1897170.0,14.778,37.931,13.300,0.0,0.0,33.990
580186112.0,141045760.0,639418368.0,600940544.0,6322416.0,1612692.0,29.319,31.937,8.901,0.0,0.0,29.843
579878912.0,141045760.0,639442944.0,601223168.0,6330936.0,2110260.0,13.568,43.216,13.568,0.0,0.0,29.648
579989504.0,141045760.0,639475712.0,601079808.0,6304344.0,2090226.0,13.065,40.704,14.573,0.0,0.503,31.156
579801088.0,141053952.0,639512576.0,601223168.0,6258707.0,2033892.0,15.104,36.458,14.583,0.0,0.0,33.854
580210688.0,141053952.0,639524864.0,600801280.0,6322121.0,2073150.0,13.333,40.0,15.385,0.0,0.0,31.282
580407296.0,141053952.0,639549440.0,600580096.0,6339162.0,1972452.0,14.062,41.146,14.062,0.0,0.0,30.729
580407296.0,141053952.0,639582208.0,600547328.0,6323804.0,2115270.0,15.228,44.162,13.706,0.0,0.0,26.904
580530176.0,141053952.0,639619072.0,600387584.0,6303431.0,2104254.0,16.080,42.211,14.070,0.0,0.0,27.638
580415488.0,141062144.0,639643648.0,600469504.0,6265326.0,2104902.0,16.837,38.776,13.265,1.020,0.0,30.102
581402624.0,141062144.0,639668224.0,599457792.0,6303722.0,1619604.0,26.131,35.176,9.045,0.0,0.0,29.648
581390336.0,141062144.0,639696896.0,599441408.0,6252727.0,2072004.0,15.842,39.604,14.851,0.0,0.495,29.208
582098944.0,141062144.0,639721472.0,598708224.0,6311420.0,2087742.0,17.391,38.587,14.130,0.0,0.0,29.891
581931008.0,141062144.0,639758336.0,598839296.0,6304250.0,2087826.0,13.198,43.147,14.213,0.0,0.0,29.442
581959680.0,141070336.0,639782912.0,598777856.0,6363320.0,1639056.0,29.592,30.612,8.163,0.510,0.0,31.122
581578752.0,141070336.0,639807488.0,599134208.0,6303057.0,2108196.0,15.578,40.704,13.568,0.0,0.0,30.151
581410816.0,141070336.0,639832064.0,599277568.0,6308190.0,2028978.0,14.706,41.176,14.216,0.0,0.0,29.902
