"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","dicn-laptop",,,,"User:","root"
"Cmdline:","dstat -mnc --output loicudp.csv",,,,"Date:","03 May 2015 12:12:06 CEST"

"memory usage",,,,"net/total",,"total cpu usage",,,,,
"used","buff","cach","free","recv","send","usr","sys","idl","wai","hiq","siq"
583081984.0,141520896.0,640806912.0,596180992.0,4767134.0,82.0,7.547,1.887,84.906,0.0,0.0,5.660
583049216.0,141520896.0,640790528.0,596230144.0,4804292.0,82.0,11.250,0.625,83.750,0.0,0.0,4.375
582971392.0,141520896.0,640790528.0,596307968.0,4816064.0,82.0,8.974,0.641,85.897,0.0,0.0,4.487
582897664.0,141529088.0,640790528.0,596373504.0,4852692.0,82.0,12.805,0.610,79.878,3.659,0.0,3.049
583024640.0,141529088.0,640790528.0,596246528.0,4890652.0,82.0,11.321,1.887,84.277,0.0,0.0,2.516
582897664.0,141529088.0,640790528.0,596373504.0,4962614.0,82.0,8.387,1.290,86.452,0.0,0.0,3.871
582897664.0,141529088.0,640790528.0,596373504.0,4995666.0,82.0,6.667,1.212,81.818,0.0,0.0,10.303
582987776.0,141529088.0,640794624.0,596279296.0,5057892.0,82.0,6.707,0.610,82.317,0.0,0.0,10.366
583045120.0,141537280.0,640794624.0,596213760.0,5117114.0,82.0,10.968,0.645,80.645,5.161,0.0,2.581
582885376.0,141537280.0,640794624.0,596373504.0,5174580.0,82.0,11.765,0.654,85.621,0.0,0.0,1.961
582979584.0,141537280.0,640794624.0,596279296.0,5207948.0,82.0,9.032,0.645,85.161,0.0,0.0,5.161
583012352.0,141537280.0,640794624.0,596246528.0,5262340.0,82.0,10.458,0.654,84.314,0.0,0.0,4.575
583012352.0,141537280.0,640794624.0,596246528.0,5295846.0,82.0,11.688,0.649,83.766,0.0,0.0,3.896
582967296.0,141545472.0,640794624.0,596283392.0,5406472.0,82.0,12.179,1.923,76.923,5.769,0.0,3.205
583012352.0,141545472.0,640778240.0,596254720.0,5339144.0,82.0,11.950,0.629,82.390,0.0,0.0,5.031
582901760.0,141545472.0,640778240.0,596365312.0,5462950.0,82.0,6.790,1.852,81.481,0.0,0.0,9.877
582930432.0,141545472.0,640778240.0,596336640.0,5349308.0,82.0,7.362,0.613,80.982,0.0,0.0,11.043
582918144.0,141545472.0,640778240.0,596348928.0,5574994.0,82.0,9.868,0.658,84.868,0.0,0.0,4.605
583028736.0,141545472.0,640778240.0,596238336.0,5532316.0,82.0,9.333,0.667,84.667,0.0,0.0,5.333
583090176.0,141553664.0,640757760.0,596189184.0,5536000.0,82.0,9.091,1.948,81.818,2.597,0.0,4.545
582897664.0,141553664.0,640757760.0,596381696.0,5542132.0,124.0,10.067,0.671,87.248,0.0,0.0,2.013
583008256.0,141553664.0,640757760.0,596271104.0,5525318.0,82.0,9.804,0.654,84.967,0.0,0.0,4.575
582983680.0,141553664.0,642330624.0,594722816.0,5493200.0,82.0,27.586,1.149,53.448,0.0,0.0,17.816
582918144.0,141553664.0,642330624.0,594788352.0,5432558.0,82.0,9.615,1.923,82.051,0.0,0.0,6.410
583143424.0,141561856.0,642289664.0,594595840.0,5329166.0,82.0,9.333,1.333,84.0,2.667,0.0,2.667
